Sample	Polarity	Peak ID	Lipid name	RT (min)	Precursor m/z	Height	Area	Adduct	Formula	Ontology	InChIKey	Annotation tag	m/z matched	MS/MS matched	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N
VZ0000099_PL_Pos	POS	11742	TAG 51:1; TAG 16:0-17:0-18:1; [M+NH4]+	16.926	864.80090	30204942	191672234	[M+NH4]+	C54H102O6	TAG	FCWXNRYUXIEVJC-QOCHGBHMNA-N	430	True	True	0.780	0.889	0.950	3.00	0.60	1.649	1540.89
VZ0000099_PL_Pos	POS	11748	TAG 58:5; TAG 16:0-20:2-22:3; [M+NH4]+	16.926	954.84869	7824014	63278486	[M+NH4]+	C61H108O6	TAG	UXSVABSSUDJMIN-NTBFVYIFNA-N	430	True	True	0.357	0.436	0.905	3.00	0.60	1.443	901.91
VZ0000099_PL_Pos	POS	11766	TAG 53:2; TAG 17:0-18:1-18:1; [M+NH4]+	16.937	890.81665	85518051	551904278	[M+NH4]+	C56H104O6	TAG	UCFUHDDQQGBXAB-IKJQKJQYNA-N	430	True	True	0.265	0.303	0.908	2.00	0.50	1.332	17327.12
VZ0000099_PL_Pos	POS	11770	TAG 55:3; TAG 18:1-18:1-19:1; [M+NH4]+	16.937	916.83282	14009001	113381364	[M+NH4]+	C58H106O6	TAG	MAKQQPHBUNHYGM-ROROFROQNA-N	430	True	True	0.680	0.800	0.904	2.00	0.50	1.526	345.17
VZ0000099_PL_Pos	POS	11785	TAG 53:2; TAG 17:0-18:1-18:1; [M+Na]+	16.949	895.77252	4261765	21661400	[M+Na]+	C56H104O6	TAG	UCFUHDDQQGBXAB-IKJQKJQYNA-N	430	True	True	0.841	0.909	0.938	3.00	1.00	1.920	4261764.00
VZ0000099_PL_Pos	POS	11875	CE 18:1	16.993	668.63434	25660157	107092366	[M+NH4]+	C45H78O2	CE	RJECHNNFRHZQKU-RMUVNZEASA-N	410	True	True	0.670	0.778	0.905	5.00	2.00	2.484	732.12
VZ0000099_PL_Pos	POS	11937	TAG 54:2; TAG 18:0-18:1-18:1; [M+Na]+	17.068	909.78796	9677489	47492137	[M+Na]+	C57H106O6	TAG	HWYGJLSOHLGKDX-UZTWDUGDNA-N	430	True	True	0.849	0.917	0.939	3.00	1.00	1.923	411.55
VZ0000099_PL_Pos	POS	11940	TAG 56:3; TAG 18:1-18:1-20:1; [M+NH4]+	17.068	930.84839	52927186	277335141	[M+NH4]+	C59H108O6	TAG	DVVVWSWPMOHCJM-ANKPWZAQNA-N	430	True	True	0.680	0.784	0.911	2.00	0.50	1.525	3299.94
VZ0000099_PL_Pos	POS	11959	TAG 52:1; TAG 16:0-18:0-18:1; [M+NH4]+	17.079	878.81653	172468545	771273955	[M+NH4]+	C55H104O6	TAG	RBJMAKBTUZSIDN-QOCHGBHMNA-N	430	True	True	0.822	0.935	0.950	3.00	0.60	1.668	6368.56
VZ0000099_PL_Pos	POS	11964	TAG 52:1; TAG 16:0-18:0-18:1; [M+Na]+	17.079	883.77216	4136384	20555833	[M+Na]+	C55H104O6	TAG	RBJMAKBTUZSIDN-QOCHGBHMNA-N	430	True	True	0.831	0.908	0.935	4.00	1.00	1.916	159.86
VZ0000099_PL_Pos	POS	11987	TAG 58:4; TAG 18:1-18:2-22:1; [M+NH4]+	17.079	956.86603	3330334	31297522	[M+NH4]+	C61H110O6	TAG	ISLZUGHHLVWHKW-IYRAGFTPNA-N	430	True	True	0.659	0.750	0.967	5.00	1.00	1.858	455.78
VZ0000099_PL_Pos	POS	12000	TAG 50:0; TAG 16:0-16:0-18:0; [M+NH4]+	17.090	852.80103	12859852	61017570	[M+NH4]+	C53H102O6	TAG	DQKMNCLZNGAXNX-UHFFFAOYNA-N	430	True	True	0.793	0.897	0.912	2.00	0.50	1.574	575.80
VZ0000099_PL_Pos	POS	12037	TAG 53:1; TAG 17:0-18:0-18:1; [M+NH4]+	17.189	892.83246	4145564	28731004	[M+NH4]+	C56H106O6	TAG	BHJLNGDWUXQOBH-QOCHGBHMNA-N	430	True	True	0.707	0.818	0.949	3.00	0.60	1.619	624.49
VZ0000099_PL_Pos	POS	12039	TAG 55:2; TAG 17:0-18:1-20:1; [M+NH4]+	17.189	918.84827	4108329	27368353	[M+NH4]+	C58H108O6	TAG	AKDAPWJIGQLALK-HCELAJOTNA-N	430	True	True	0.563	0.650	0.908	4.00	0.80	1.663	4069860.00
VZ0000099_PL_Pos	POS	12069	TAG 56:2; TAG 18:0-18:1-20:1; [M+NH4]+	17.316	932.86389	10966377	55753503	[M+NH4]+	C59H110O6	TAG	DRXKVDMYIYMLIN-HBRSORGQNA-N	430	True	True	0.677	0.764	0.903	3.00	0.60	1.581	562.40
VZ0000099_PL_Pos	POS	12072	TAG 58:3; TAG 18:1-18:1-22:1; [M+NH4]+	17.316	958.88007	3417092	25371398	[M+NH4]+	C61H112O6	TAG	PZTWMTYNNRADPN-ALHSWEIPNA-N	430	True	True	0.675	0.782	0.904	2.00	0.50	1.521	426.46
VZ0000099_PL_Pos	POS	12076	TAG 60:4; TAG 16:1-22:1-22:2; [M+NH4]+	17.316	984.89514	1144557	9127971	[M+NH4]+	C63H114O6	TAG	WZPBNBKTEGRLLD-ZGNCOZLHNA-N	430	True	True	0.125	0.143	0.942	3.00	0.60	1.346	1019685.00
VZ0000099_PL_Pos	POS	12080	TAG 54:1; TAG 18:0-18:0-18:1; [M+NH4]+	17.326	906.84814	16534094	73245671	[M+NH4]+	C57H108O6	TAG	CXVKBFLPGNGMQW-QOCHGBHMNA-N	430	True	True	0.726	0.834	0.907	2.00	0.50	1.544	16534090.00
VZ0000099_PL_Pos	POS	12085	TAG 57:2; TAG 18:0-18:2-21:0; [M+NH4]+	17.326	946.88080	1339621	7846538	[M+NH4]+	C60H112O6	TAG	XNRVYCUMKDEMDV-KLUMMZMFNA-N	430	True	True	0.316	0.357	0.898	3.00	0.60	1.414	43.80
VZ0000099_PL_Pos	POS	12093	TAG 52:0; TAG 16:0-18:0-18:0; [M+NH4]+	17.336	880.83252	6901224	34079614	[M+NH4]+	C55H106O6	TAG	SDNYRTVJOFMYIW-UHFFFAOYNA-N	430	True	True	0.467	0.526	0.903	2.00	0.50	1.421	364.54
VZ0000099_PL_Pos	POS	12135	TAG 56:1; TAG 16:0-18:1-22:0; [M+NH4]+	17.561	934.87946	1573480	7492600	[M+NH4]+	C59H112O6	TAG	OZXLEWFIONDQJM-ATJXCDBQNA-N	430	True	True	0.541	0.606	0.949	3.00	0.60	1.538	6.04
VZ0000099_PL_Pos	POS	12141	TAG 54:0; TAG 16:0-16:0-22:0; [M+NH4]+	17.569	908.86389	8083370	43932370	[M+NH4]+	C57H110O6	TAG	CMVZZBQIBJQHIR-UHFFFAOYNA-N	430	True	True	0.078	0.000	0.900	2.00	0.50	1.223	155.96
VZ0000099_PL_Pos	POS	12168	TAG 56:0; TAG 16:0-18:0-22:0; [M+NH4]+	17.783	936.89581	489020	2482949	[M+NH4]+	C59H114O6	TAG	CAPRXGZRZWSDGE-UHFFFAOYNA-N	430	True	True	0.457	0.495	0.928	4.00	0.80	1.616	28.94
VZ0000099_PL_Pos	POS	12169	TAG 58:1; TAG 18:0-18:1-22:0; [M+NH4]+	17.783	962.91168	798043	3941223	[M+NH4]+	C61H116O6	TAG	HTEKPEUBHXJJTE-FLFQWRMENA-N	430	True	True	0.367	0.477	0.934	4.00	0.80	1.595	294.00
VZ0000099_PL_Pos	POS	12208	TAG 36:5; TAG 12:1-12:2-12:2; [M+Na]+	19.145	651.47211	654761	6351517	[M+Na]+	C39H64O6	TAG	OVIPJIYQEUMFAJ-LPPSGZNONA-N	430	True	True	0.673	0.898	0.857	1.00	0.33	1.245	12.02
VZ0000099_PL_Pos	POS	12351	TAG 52:3; TAG 16:0-18:1-18:2; [M+NH4]+	19.432	874.78571	1920852	7354063	[M+NH4]+	C55H100O6	TAG	PFTMZNUFSPJEJR-KDHVXLOFNA-N	430	True	True	0.830	0.905	0.958	4.00	0.80	1.796	144.37
VZ0000099_PL_Pos	POS	12380	PC 34:2	19.457	758.56976	2168316	8291243	[M+H]+	C42H80NO8P	PC	RXPVDHQFHIMZPN-AUYXYSRINA-N	420	True	True	0.756	0.852	0.592	1.00	1.00	1.741	36.36
VZ0000099_PL_Pos	POS	12382	PC 34:1	19.457	760.58582	1208339	4771156	[M+H]+	C42H82NO8P	PC	WTJKGGKOPKCXLL-MRCUWXFGNA-N	420	True	True	0.859	0.901	0.867	6.00	1.00	1.891	11.59
VZ0000099_PL_Pos	POS	12384	PC 36:4	19.457	782.57007	861187	3511636	[M+H]+	C44H80NO8P	PC	FVXDQWZBHIXIEJ-ZPPAUJSGNA-N	420	True	True	0.732	0.877	0.587	1.00	1.00	1.739	16.38
VZ0000099_PL_Pos	POS	12388	PC 36:2	19.457	786.60150	1394993	5631815	[M+H]+	C44H84NO8P	PC	SNKAWJBJQDLSFF-YEUCEMRANA-N	420	True	True	0.731	0.876	0.586	1.00	1.00	1.738	12.51
VZ0000099_PL_Neg	NEG	1219	LPI 20:4	0.803	619.28900	801349	3673902	[M-H]-	C29H49O12P	LPI	BAWAZBRKENFJED-LTKCOYKYNA-N	410	True	True	0.819	0.904	0.960	4.00	2.00	2.566	519.96
VZ0000099_PL_Neg	NEG	1233	LPI 18:2	0.813	595.28912	377204	1634925	[M-H]-	C27H49O12P	LPI	SAHCQBPGXQFTRA-HZJYTTRNNA-N	410	True	True	0.843	0.917	0.965	4.00	2.00	2.577	135.18
VZ0000099_PL_Neg	NEG	1244	LPC 20:5	0.827	586.31525	357308	1491272	[M+HCOO]-	C28H48NO7P	LPC	PDIGSOAOQOXRDU-WMPRHZDHNA-N	410	True	True	0.783	0.799	0.929	3.00	2.00	2.522	240.11
VZ0000099_PL_Neg	NEG	1299	LPC 14:0	0.887	512.29932	715896	3165425	[M+HCOO]-	C22H46NO7P	LPC	VXUOFDJKYGDUJI-UHFFFAOYNA-N	410	True	True	0.948	0.952	0.954	3.00	2.00	2.601	325.89
VZ0000099_PL_Neg	NEG	1301	LPC 22:6	0.887	612.33087	1007973	4474540	[M+HCOO]-	C30H50NO7P	LPC	LSOWKZULVQWMLY-WSDBEMKQNA-N	410	True	True	0.797	0.855	0.904	3.00	2.00	2.526	514.12
VZ0000099_PL_Neg	NEG	1316	LPC 16:1	0.910	538.31512	2454635	11768655	[M+HCOO]-	C24H48NO7P	LPC	LFUDDCMNKWEORN-KHPPLWFENA-N	410	True	True	0.958	0.952	0.958	3.00	2.00	2.605	1523.73
VZ0000099_PL_Neg	NEG	1329	LPE 22:6	0.917	524.27826	784173	3501600	[M-H]-	C27H44NO7P	LPE	XEVRBOQZSXWGQO-KUBAVDMBNA-N	410	True	True	0.798	0.853	0.945	4.00	2.00	2.544	523.71
VZ0000099_PL_Neg	NEG	1341	LPC 20:4	0.935	588.33081	8748282	40318558	[M+HCOO]-	C28H50NO7P	LPC	GOMVPVRDBLLHQC-DOFZRALJNA-N	410	True	True	0.918	0.927	0.946	3.00	2.00	2.586	5931.72
VZ0000099_PL_Neg	NEG	1369	LPC 18:2	0.955	564.33069	36925193	172254551	[M+HCOO]-	C26H50NO7P	LPC	SPJFYYJXNPEZDW-UTJQPWESNA-N	410	True	True	0.954	0.948	0.958	3.00	2.00	2.603	15736.54
VZ0000099_PL_Neg	NEG	1385	LPE 20:4	0.964	500.27832	2033557	9065652	[M-H]-	C25H44NO7P	LPE	JPNPIRVRGLGTRE-LTKCOYKYNA-N	410	True	True	0.829	0.934	0.870	3.00	2.00	2.536	2033557.00
VZ0000099_PL_Neg	NEG	1446	LPE 18:2	1.008	476.27826	1778656	8758475	[M-H]-	C23H44NO7P	LPE	DBHKHNGBVGWQJE-HZJYTTRNNA-N	410	True	True	0.866	0.956	0.859	3.00	2.00	2.544	1661.97
VZ0000099_PL_Neg	NEG	1472	LPC 20:3	1.045	590.34674	1559495	8075965	[M+HCOO]-	C28H52NO7P	LPC	XUDGAAFUMTTZCO-QNEBEIHSNA-N	410	True	True	0.945	0.949	0.957	3.00	2.00	2.600	1777.01
VZ0000099_PL_Neg	NEG	1512	LPC 16:0	1.128	540.33063	58087554	298012025	[M+HCOO]-	C24H50NO7P	LPC	ASWBNKHCZGQVJV-UHFFFAOYNA-N	410	True	True	0.956	0.947	0.949	3.00	2.00	2.600	35924.40
VZ0000099_PL_Neg	NEG	1628	LPC 18:1	1.184	566.34644	17616843	92582371	[M+HCOO]-	C26H52NO7P	LPC	YAMUFBLWGFFICM-SEYXRHQNNA-N	410	True	True	0.959	0.951	0.962	4.00	2.00	2.606	7491.73
VZ0000099_PL_Neg	NEG	1656	LPE 16:0	1.199	452.27823	1157761	5881058	[M-H]-	C21H44NO7P	LPE	YVYMBNSKXOXSKW-UHFFFAOYNA-N	410	True	True	0.867	0.948	0.854	3.00	2.00	2.540	719.57
VZ0000099_PL_Neg	NEG	1751	LPE 18:1	1.267	478.29407	911269	5290844	[M-H]-	C23H46NO7P	LPE	PYVRVRFVLRNJLY-KTKRTIGZNA-N	410	True	True	0.875	0.958	0.859	3.00	2.00	2.545	621.36
VZ0000099_PL_Neg	NEG	1793	LPC 17:0	1.325	554.34680	576913	4760522	[M+HCOO]-	C25H52NO7P	LPC	SRRQPVVYXBTRQK-UHFFFAOYNA-N	410	True	True	0.919	0.921	0.959	4.00	2.00	2.589	576913.30
VZ0000099_PL_Neg	NEG	1889	LPC 18:0	1.489	568.36249	1095433	4707585	[M+HCOO]-	C26H54NO7P	LPC	IHNKQIMGVNPMTC-UHFFFAOYNA-N	410	True	True	0.941	0.941	0.954	3.00	2.00	2.596	650.89
VZ0000099_PL_Neg	NEG	1943	LPC 18:0	1.603	568.36212	14821899	75915798	[M+HCOO]-	C26H54NO7P	LPC	IHNKQIMGVNPMTC-UHFFFAOYNA-N	410	True	True	0.956	0.949	0.957	3.00	2.00	2.603	8828.15
VZ0000099_PL_Neg	NEG	2114	LPE 18:0	1.720	480.30969	843709	4475951	[M-H]-	C23H48NO7P	LPE	BBYWOYAFBUOUFP-UHFFFAOYNA-N	410	True	True	0.867	0.951	0.859	3.00	2.00	2.542	498.26
VZ0000099_PL_Neg	NEG	3020	FA 18:1	2.850	281.24875	536494	3731528	[M-H]-	C18H34O2	FA	UWHZIFQPPBDJPM-FPLPWBNLSA-N	410	True	True	0.973	0.860	0.866	1.00	2.00	2.548	308.38
VZ0000099_PL_Neg	NEG	3272	SM 44:1;O2|SM 30:1;O2/14:0	3.724	691.50366	451184	2377198	[M+HCOO]-	C35H71N2O6P	SM	DRWSEQAGTUUHBS-BYCLXTJYNA-N	410	True	True	0.912	0.957	0.919	4.00	2.00	2.580	66.02
VZ0000099_PL_Neg	NEG	3281	GM3 32:1;O2	3.724	1123.67505	127177	640823	[M-H]-	C55H100N2O21	GM3	MUZOLRLJQFTJEW-PFONDFGANA-N	420	True	True	0.848	0.891	0.922	3.00	1.00	1.910	95.85
VZ0000099_PL_Neg	NEG	3430	SM 46:2;O2|SM 32:2;O2/14:0	3.885	717.51923	946802	5427857	[M+HCOO]-	C37H73N2O6P	SM	AZMHJTIGIHIMFP-WKLXELFSNA-N	410	True	True	0.920	0.966	0.920	4.00	2.00	2.584	182.46
VZ0000099_PL_Neg	NEG	3617	SM 45:1;O2|SM 31:1;O2/14:0	4.234	705.51929	228734	1217153	[M+HCOO]-	C36H73N2O6P	SM	QMORVHRQDRSPJQ-ORIPQNMZNA-N	410	True	True	0.926	0.965	0.918	4.00	2.00	2.584	141.51
VZ0000099_PL_Neg	NEG	3669	SM 52:2;O2	4.428	731.53510	147471	1034265	[M+HCOO]-	C38H75N2O6P	SM	LIJPQJMFMAGWDS-LCWMMVRDNA-N	420	True	True	0.916	0.965	0.917	3.00	1.00	1.938	51.93
VZ0000099_PL_Neg	NEG	3734	PC 36:6	4.578	822.52997	65180	469656	[M+HCOO]-	C44H76NO8P	PC	IITWSVMUNFGFQI-MPAQOSGJNA-N	420	True	True	0.835	0.921	0.911	6.00	1.00	1.908	10.71
VZ0000099_PL_Neg	NEG	3786	GM3 34:1;O2	4.715	1151.70630	992288	5957212	[M-H]-	C57H104N2O21	GM3	UGQJOBGCMVNYRT-MSUUIHNZNA-N	420	True	True	0.831	0.903	0.923	3.00	1.00	1.909	239.66
VZ0000099_PL_Neg	NEG	3853	SM 48:1;O2|SM 32:1;O2/16:0	4.807	719.53467	14881972	82369982	[M+HCOO]-	C37H75N2O6P	SM	RPTUKVYGSPDHGQ-SJCQXOIGNA-N	410	True	True	0.929	0.966	0.920	4.00	2.00	2.586	4023.70
VZ0000099_PL_Neg	NEG	3960	PI 38:6	4.853	881.51880	243745	1285727	[M-H]-	C47H79O13P	PI	FPHAZHKZJQOPBU-LGFBOSHVNA-N	420	True	True	0.822	0.922	0.946	8.00	1.00	1.921	74.68
VZ0000099_PL_Neg	NEG	3968	PC 36:6	4.886	822.52972	170165	1132908	[M+HCOO]-	C44H76NO8P	PC	HAIPHKFLSXSDAN-FEOZPROANA-N	420	True	True	0.872	0.916	0.964	8.00	1.00	1.938	27.96
VZ0000099_PL_Neg	NEG	3973	GM3 36:2;O2	4.897	1177.72290	97009	745999	[M-H]-	C59H106N2O21	GM3	IBOPIVQLWXNTLV-TYOWXDPVNA-N	420	True	True	0.838	0.891	0.920	3.00	1.00	1.906	53.34
VZ0000099_PL_Neg	NEG	4005	PC 36:5	4.977	824.54510	446837	2666470	[M+HCOO]-	C44H78NO8P	PC	HZGAVPNEGHQJID-OFWSBFIXNA-N	420	True	True	0.914	0.976	0.914	8.00	1.00	1.939	132.26
VZ0000099_PL_Neg	NEG	4040	SM 50:2;O2|SM 34:2;O2/16:0	5.009	745.55048	20405577	127704608	[M+HCOO]-	C39H77N2O6P	SM	RYPRHPLEPBYJJE-CUCSTAJMNA-N	410	True	True	0.933	0.967	0.921	4.00	2.00	2.588	1213.84
VZ0000099_PL_Neg	NEG	4152	PC 38:7	5.055	848.54486	367926	3176887	[M+HCOO]-	C46H78NO8P	PC	DLRNZUPJXRVWRW-LKDYKOESNA-N	420	True	True	0.856	0.926	0.940	8.00	1.00	1.927	39.82
VZ0000099_PL_Neg	NEG	4209	PI 36:4	5.155	857.51904	2140271	12748237	[M-H]-	C45H79O13P	PI	VWRYMIZQLPXULA-JAXHXWBXNA-N	420	True	True	0.859	0.942	0.955	9.00	1.00	1.937	397.73
VZ0000099_PL_Neg	NEG	4240	PC 34:4	5.210	798.52936	803131	4997753	[M+HCOO]-	C42H76NO8P	PC	BXZPYXMUABUWBT-DRJPRSGJNA-N	420	True	True	0.892	0.971	0.916	8.00	1.00	1.934	117.85
VZ0000099_PL_Neg	NEG	4255	SM 54:4;O2|SM 36:3;O2/18:1	5.233	771.56653	316336	2006102	[M+HCOO]-	C41H79N2O6P	SM	PHUNHHQMSABGSN-LBSJLUOHNA-N	410	True	True	0.915	0.966	0.920	3.00	2.00	2.583	68.08
VZ0000099_PL_Neg	NEG	4279	SM 46:0;O2|SM 32:0;O2/14:0	5.290	721.55103	347412	2200614	[M+HCOO]-	C37H77N2O6P	SM	MJAFYELZQYPMQG-UHFFFAOYNA-N	410	True	True	0.941	0.966	0.935	5.00	2.00	2.594	99.00
VZ0000099_PL_Neg	NEG	4284	PI 38:5	5.290	883.53497	496743	4306121	[M-H]-	C47H81O13P	PI	XGZVRASBCZTHNO-HAGCXRLMNA-N	420	True	True	0.837	0.930	0.957	9.00	1.00	1.930	108.31
VZ0000099_PL_Neg	NEG	4294	PI 34:2	5.324	833.51917	1536508	9987261	[M-H]-	C43H79O13P	PI	BSNJSZUDOMPYIR-BCTRXSSUNA-N	420	True	True	0.858	0.940	0.952	9.00	1.00	1.935	401.75
VZ0000099_PL_Neg	NEG	4306	SM 54:4;O2|SM 36:3;O2/18:1	5.346	771.56610	352195	3706892	[M+HCOO]-	C41H79N2O6P	SM	PHUNHHQMSABGSN-LBSJLUOHNA-N	410	True	True	0.918	0.968	0.919	3.00	2.00	2.584	126.84
VZ0000099_PL_Neg	NEG	4330	PC 36:5	5.390	824.54523	1998095	16065262	[M+HCOO]-	C44H78NO8P	PC	NJKOHDXHBBUJBZ-LMRIPGBINA-N	420	True	True	0.900	0.974	0.917	8.00	1.00	1.936	579.30
VZ0000099_PL_Neg	NEG	4348	PC 40:8	5.401	874.56085	583582	4368497	[M+HCOO]-	C48H80NO8P	PC	BFCSBEFTXQRIOJ-QIURYZFVNA-N	420	True	True	0.844	0.931	0.885	5.00	1.00	1.902	231.77
VZ0000099_PL_Neg	NEG	4368	PC 32:2	5.412	774.52954	2365950	16272376	[M+HCOO]-	C40H76NO8P	PC	IWXJKHSPEQSQMD-YPRCPECBNA-N	420	True	True	0.886	0.958	0.904	8.00	1.00	1.924	131.15
VZ0000099_PL_Neg	NEG	4396	PI 36:3	5.467	859.53436	602767	4135777	[M-H]-	C45H81O13P	PI	MXJMOLQIXMJUEL-RQOIEFAZNA-N	420	True	True	0.824	0.929	0.946	8.00	1.00	1.924	100.01
VZ0000099_PL_Neg	NEG	4400	PI 38:5	5.467	883.53412	435834	3072100	[M-H]-	C47H81O13P	PI	XGZVRASBCZTHNO-HAGCXRLMNA-N	420	True	True	0.819	0.929	0.948	8.00	1.00	1.924	78.87
VZ0000099_PL_Neg	NEG	4413	SM 49:1;O2|SM 33:1;O2/16:0	5.478	733.55035	6798599	43183283	[M+HCOO]-	C38H77N2O6P	SM	RXLZIONNUYYHHW-OWWNRXNENA-N	410	True	True	0.931	0.967	0.920	4.00	2.00	2.587	1654.78
VZ0000099_PL_Neg	NEG	4501	PC 37:6	5.546	836.54498	325119	2070803	[M+HCOO]-	C45H78NO8P	PC	GEINPYKZLFHHIL-BDWYRQGHNA-N	420	True	True	0.877	0.966	0.921	7.00	1.00	1.932	90.47
VZ0000099_PL_Neg	NEG	4645	PC 38:6	5.686	850.56055	5932284	44609300	[M+HCOO]-	C46H80NO8P	PC	RUHBZJXWUDKAMZ-ODAJXHQSNA-N	420	True	True	0.913	0.977	0.923	8.00	1.00	1.943	990.46
VZ0000099_PL_Neg	NEG	4649	PI 36:3	5.686	859.53424	397589	3216857	[M-H]-	C45H81O13P	PI	UIRZYDCTGNCXNQ-SVNQLWEDNA-N	420	True	True	0.813	0.923	0.946	8.00	1.00	1.920	70.65
VZ0000099_PL_Neg	NEG	4684	PC 36:5	5.697	824.54504	9170040	64549828	[M+HCOO]-	C44H78NO8P	PC	KLTHQSWIRFFBRI-KOQZQRJKNA-N	420	True	True	0.893	0.972	0.924	8.00	1.00	1.938	2706.14
VZ0000099_PL_Neg	NEG	4737	SM 52:2;O2|SM 35:2;O2/17:0	5.719	759.56592	415212	3734399	[M+HCOO]-	C40H79N2O6P	SM	AQFJEWLOACFBQN-CZIXKSQANA-N	410	True	True	0.919	0.968	0.919	3.00	2.00	2.584	78.93
VZ0000099_PL_Neg	NEG	4803	PC 38:6	5.862	850.56067	983969	7034510	[M+HCOO]-	C46H80NO8P	PC	PAQLDAUPMINLDS-JDAPHBBENA-N	420	True	True	0.810	0.923	0.926	8.00	1.00	1.911	125.25
VZ0000099_PL_Neg	NEG	4816	PC 34:3	5.873	800.54492	3369915	25604029	[M+HCOO]-	C42H78NO8P	PC	JMAYDGBZRHQJAT-XSMZTDTHNA-N	420	True	True	0.869	0.949	0.914	8.00	1.00	1.924	760.24
VZ0000099_PL_Neg	NEG	4870	PC 36:4	5.921	826.56073	15974518	117199902	[M+HCOO]-	C44H80NO8P	PC	FVXDQWZBHIXIEJ-ZPPAUJSGNA-N	420	True	True	0.863	0.929	0.867	5.00	1.00	1.898	1565.25
VZ0000099_PL_Neg	NEG	4925	PC 35:4	5.932	812.54510	1467982	9832905	[M+HCOO]-	C43H78NO8P	PC	JSXZJOMDSXRJMT-LTFXTMEVNA-N	420	True	True	0.900	0.973	0.915	8.00	1.00	1.936	315.13
VZ0000099_PL_Neg	NEG	5004	SM 50:1;O2|SM 34:1;O2/16:0	6.033	747.56616	1491272	9727297	[M+HCOO]-	C39H79N2O6P	SM	RWKUXQNLWDTSLO-NHQGMKOONA-N	410	True	True	0.924	0.959	0.921	4.00	2.00	2.584	537.19
VZ0000099_PL_Neg	NEG	5082	GM3 36:1;O2	6.041	1179.73779	435530	3017342	[M-H]-	C59H108N2O21	GM3	IBYFJBLHBFJQPE-HNENSFHCNA-N	420	True	True	0.829	0.905	0.922	3.00	1.00	1.910	304.83
VZ0000099_PL_Neg	NEG	5117	PC 34:3	6.126	800.54547	1409261	13573317	[M+HCOO]-	C42H78NO8P	PC	JMAYDGBZRHQJAT-XSMZTDTHNA-N	420	True	True	0.836	0.928	0.914	8.00	1.00	1.911	372.47
VZ0000099_PL_Neg	NEG	5147	PC 33:2	6.159	788.54517	2629136	17019436	[M+HCOO]-	C41H78NO8P	PC	DGBYUHHIADYUMU-AKMCNLDWNA-N	420	True	True	0.896	0.972	0.905	8.00	1.00	1.930	439.80
VZ0000099_PL_Neg	NEG	5283	PI 40:6	6.229	909.54980	1395850	8499516	[M-H]-	C49H83O13P	PI	DJVOKHFQPGWUPK-HSBBONCLNA-N	420	True	True	0.835	0.940	0.948	8.00	1.00	1.929	544.81
VZ0000099_PL_Neg	NEG	5365	SM 50:1;O2|SM 34:1;O2/16:0	6.247	747.56598	45762277	374726249	[M+HCOO]-	C39H79N2O6P	SM	RWKUXQNLWDTSLO-NHQGMKOONA-N	410	True	True	0.938	0.967	0.921	4.00	2.00	2.588	16587.58
VZ0000099_PL_Neg	NEG	5507	PC 38:6	6.334	850.56049	20694981	160666600	[M+HCOO]-	C46H80NO8P	PC	IESVDEZGAHUQJU-SYGPSSPWNA-N	420	True	True	0.873	0.964	0.927	8.00	1.00	1.933	3523.29
VZ0000099_PL_Neg	NEG	5591	PC 30:0	6.399	750.52936	1525380	11599304	[M+HCOO]-	C38H76NO8P	PC	RFVFQQWKPSOBED-UHFFFAOYNA-N	420	True	True	0.904	0.970	0.916	8.00	1.00	1.936	89.43
VZ0000099_PL_Neg	NEG	5636	PI 34:1	6.449	835.53479	1673100	15808734	[M-H]-	C43H81O13P	PI	PDLAMJKMOKWLAJ-ZCXUNETKNA-N	420	True	True	0.816	0.913	0.952	9.00	1.00	1.920	395.92
VZ0000099_PL_Neg	NEG	5728	PC 40:7	6.503	876.57635	1612478	13794861	[M+HCOO]-	C48H82NO8P	PC	FPEVDFOXMCHLKL-MIIHFGKENA-N	420	True	True	0.865	0.965	0.926	8.00	1.00	1.931	218.92
VZ0000099_PL_Neg	NEG	5737	PC 36:4	6.514	826.56097	648945	4787865	[M+HCOO]-	C44H80NO8P	PC	JAVWFBAAZSHHAD-KKILVFCFNA-N	420	True	True	0.809	0.924	0.913	7.00	1.00	1.904	40.47
VZ0000099_PL_Neg	NEG	5762	SM 54:2;O2|SM 36:2;O2/18:0	6.533	773.58185	9282314	78450445	[M+HCOO]-	C41H81N2O6P	SM	GCHHFAWECQPLHL-KULLXTRWNA-N	410	True	True	0.917	0.969	0.920	3.00	2.00	2.584	724.61
VZ0000099_PL_Neg	NEG	5845	PC 35:3	6.605	814.56061	372390	3043164	[M+HCOO]-	C43H80NO8P	PC	MUZGPRQBPCWWLQ-XSMZTDTHNA-N	420	True	True	0.849	0.940	0.912	8.00	1.00	1.917	74.57
VZ0000099_PL_Neg	NEG	5880	PI 36:2	6.632	861.54987	629211	5308400	[M-H]-	C45H83O13P	PI	LALGUHSIWLNTNW-CLFAGFIQNA-N	420	True	True	0.844	0.933	0.965	6.00	1.00	1.937	183.91
VZ0000099_PL_Neg	NEG	5884	PI 38:4	6.632	885.55005	25375030	178103814	[M-H]-	C47H83O13P	PI	OJESNYFIPWSOPO-ZKVKLVECNA-N	420	True	True	0.864	0.944	0.956	9.00	1.00	1.939	6831.89
